Redmine Watcher Groups	http://www.redmine.org/plugins/redmine_watcher_groups	Plugin for Redmine that adds functionality to have Watcher Groups in addition to Watchers.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Redmine Wiki Books	http://www.redmine.org/plugins/redmine_wiki_books	This plugin allows the user to define a book index of wiki pages and navigate through the book. Each project has its own books based on wiki pages. Each book contains chapters. Each chapter is a link to a wiki page and has a sorting order value (a float) and a chapter numbering (an string). The numbering is shown in the book index, preceding each chapter. Some examples are: 1.2, 3.a), etc. The sorting order allows the user to control the chapter order.	Compatible with Redmine 1.2.x, 1.3.x.
Redmine Wiki Encryptor	http://www.redmine.org/plugins/redmine_wiki_encryptor	redmine_wiki_encryptor encrypts wiki pages in database.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Redmine Wiki SQL	http://www.redmine.org/plugins/redmine_wiki_sql	This plugin allows a redmine user to run SQL queries inside redmine's wiki pages and get the results in HTML table format.	Compatible with Redmine 1.4.x, 1.3.x, 1.2.x.
Redmine/ChiliProject Authentication Source for Invision Power Board	http://www.redmine.org/plugins/redmine-ipb-auth	Enables users to be authenticated using an Invision Power Board (IPB) database. It supports on-the-fly registrations so that user accounts are automatically created during first login.	Compatible with Redmine 1.2.x.
redmine_browserid	http://www.redmine.org/plugins/redmine-browserid	Adds Mozilla Persona(BrowserID) authentication support to Redmine.	Compatible with Redmine 2.3.x.
redmine_etherpad	http://www.redmine.org/plugins/redmine_etherpad	Macro for embedding etherpads in redmine wiki pages and issues.	Compatible with Redmine 1.3.x.
redmine_js_syntax_highlighter	http://www.redmine.org/plugins/redmine_js_syntax_highlighter	Javascript based syntax highlighter. Uses Alex Gorbatchev's 	Compatible with Redmine 1.1.x.
redmine_mailwrapper	http://www.redmine.org/plugins/redmine_mailwrapper	redmine_mailwrapper rewrites sender and recipients of mail notifications according to rules for each projects.	Compatible with Redmine 2.2.x, 2.1.x, 2.0.x.
redmine_pdf_documents	http://www.redmine.org/plugins/redmine_pdf_documents	This plugin creates pdf documents containing selected wiki pages.	Compatible with Redmine 1.3.x, 1.4.x.
redmine_print_style_black	http://www.redmine.org/plugins/redmine_print_style_black	A super-simple plugin to change the css style to print in B&amp;W printers	Compatible with Redmine 2.1.x, 2.0.x.
Redmine_reminder	http://www.redmine.org/plugins/redmine_reminder	Plugin for Redmine project that sends notification to assignee if due date is coming.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
redmine_remote_user_auth	http://www.redmine.org/plugins/redmine_remote_user_auth	With reverse proxy it can be used to use SSL certificate to login.	Compatible with Redmine 2.1.x.
redmine_sladiator	http://www.redmine.org/plugins/redmine_sladiator	This plugin integrates Redmine with 	Compatible with Redmine 2.1.x, 1.4.x.
redmine_tags	http://www.redmine.org/plugins/redmine_tags	redmine_tags is a Redmine plugin, that adds tagging support.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x.
redmine_user_issues	http://www.redmine.org/plugins/redmine_user_issues	Shows the assigned issues on the user page.	Compatible with Redmine 1.4.x, 2.0.x.
Reklama / Contextual advertisements	http://www.redmine.org/plugins/reklama	It's a very simple contextual advertising plugin for Redmine additing small advertisements to the side bar. Advertisements contain heading and text and may optionally contain image.	Compatible with Redmine 1.0.x, 1.1.x, 1.2.x, 1.3.x.
Release notes	http://www.redmine.org/plugins/redmine_release_notes	This plugin lets you create, manage, and produce release notes for your projects.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x.
Reorder links arbitrary	http://www.redmine.org/plugins/redmine_reorder_links_arbitrary	Reorder links arbitrary is a Redmine plugin that allows to change position of item in Redmine enumerations lists (trackers, custom fields, etc) to any position	Compatible with Redmine 1.3.x, 1.4.x, 2.0.x.
RepoSearch	http://www.redmine.org/plugins/redmine_reposearch	Add full-text search engine to repositories.	Compatible with Redmine 1.1.x.
Repository browser	http://www.redmine.org/plugins/remine_repobrowser	This plugin adds a new button to the wiki editor.	Compatible with Redmine 2.3.x.
Repository plugin	http://www.redmine.org/plugins/redmine_repository	This is a redmine repository plugin that allow to download files and folders from a repository in one zip archive.	Compatible with Redmine 1.1.x, 1.2.x, 1.3.x, 1.4.x.
Require Wiki Comment	http://www.redmine.org/plugins/redmine_require_wiki_comment	By default the comment is optional when creating or editing wiki pages. This plugin makes the comment mandatory, displaying an error message on saving if it is empty.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x, 1.4.x, 1.3.x, 1.2.x, 1.1.x, 1.0.x.
Resource Management, Utilization	http://www.redmine.org/plugins/resource-management-utilization	Manage and control your people utilization via this plugin. It will help you to plan your projects - future team load.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Resource Planner	http://www.redmine.org/plugins/planner	An early version of a resource planning plugin for Redmine 2.x.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
Roadmaps Plugin	http://www.redmine.org/plugins/roadmaps	This plugin show you all roadmaps. If you set subproject, Roadmaps Plugin will display project and subproject roadmaps.	Compatible with Redmine 0.8.x, 0.9.x.
Role Shift	http://www.redmine.org/plugins/role_shift	The 	Optionally
Rougemine	http://www.redmine.org/plugins/rougemine	In order to fully enjoy the services offered by the application 	Compatible with Redmine 2.2.x, 2.1.x, 2.0.x, 1.4.x, 1.3.x, 1.2.x, 1.1.x.
Round robin	http://www.redmine.org/plugins/round_robin	This plugin can be used to auto assign issues that were originally assigned to a group to the people in the group, using round robin. This means every person inside the group will receive an issue one after the other.	Compatible with Redmine 2.0.x.
RT Import	http://www.redmine.org/plugins/rt_import	This plugin will import XML files exported from Microsoft Project and create users, parent project, subprojects and issues in Redmine. It can also be used to update the previously imported project (by entering existing prefix field).	Compatible with Redmine 1.2.x, 1.3.x.
SAML Authentication	http://www.redmine.org/plugins/redmine_saml_auth	This redmine plugin enables SAML authentication using the Onelogin toolkit.	Compatible with Redmine 1.0.x, 1.1.x, 1.2.x.
SCM Creator	http://www.redmine.org/plugins/redmine_scm	Small plugin for local Subversion, Git, Mercurial and Bazaar repository creation.	Compatible with Redmine 2.1.x, 2.0.x, 1.4.x, 1.3.x, 1.2.x, 1.1.x, 1.0.x.
SCM extensions	http://www.redmine.org/plugins/redmine_scm_extensions	Main features of the plugin:	Compatible with Redmine 1.4.x.
Screenshot	http://www.redmine.org/plugins/javasript_screenshot	Simple add screenshots in Webkit-engined (Safari, Chrome) browsers.	Compatible with Redmine 1.0.x, 1.1.x, 1.2.x, 1.3.x, 1.4.x.
Scrum2B - Tool to be scrum/agile team	http://www.redmine.org/plugins/scrum2b	 (with 	username/password: demo/demo123
Scrumbler	http://www.redmine.org/plugins/scrumbler	 	Compatible with Redmine 1.2.x, 1.3.x.
Scrum_KL	http://www.redmine.org/plugins/scrum	a scrum tool for team work.	Compatible with Redmine 0.9.x, 1.0.x, 1.1.x, 1.2.x.
Searchable project jump box	http://www.redmine.org/plugins/searchable_project_jump_box	Change project jump box (select in top-right corner). It is possible to type name of project and search.	Compatible with Redmine 1.4.x.
Self Spent Time	http://www.redmine.org/plugins/selfspenttime	This plugin add a new right to the redmine roles: "View only self spent time".	Compatible with Redmine 2.1.x, 1.4.x, 1.3.x.
Show Issue Descriptions	http://www.redmine.org/plugins/redmine_show_descriptions	Allows choosing whether to render the issues list without descriptions (original Redmine behavior) - or with complete issue descriptions along with the short headers (like 	Options - Rendering parameters - Show descriptions
Sidebar Issue Control	http://www.redmine.org/plugins/redmine_issue_control_panel	Switch issue statuses from sidebar - without opening the Update screen.	Konstantin Zaitcev
Silencer	http://www.redmine.org/plugins/silencer	A redmine plugin to suppress email notifications (at will) when updating issues.	Compatible with Redmine 1.1.x, 1.2.x, 1.3.x.
Simple Todo List	http://www.redmine.org/plugins/simple_todo_list	Provides a simple private todo list for any logged in user	Compatible with Redmine 0.9.x, 1.0.x, 1.1.x, 1.2.x.
Single column custom fields	http://www.redmine.org/plugins/single_column_custom_fields	This plugin makes all custom fields visible in one column (instead of two)	Compatible with Redmine 1.2.x.
Smart issues sort	http://www.redmine.org/plugins/redmine_smart_issues_sort	Smart issues sort plugin is a Redmine plugin that replaces default sort with one more intellegent.	issues
Snippets from Snipt	http://www.redmine.org/plugins/redmine_snipt	This plugin add a 	Snipt
Summed Fields	http://www.redmine.org/plugins/redmine_summed_fields	Tested with redmine 1.4.x and 2.3.1	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x, 1.4.x.
Svn authentication plugin	http://www.redmine.org/plugins/svnauth	If you have a subversion integrated with apache, but not integrated with redmine, this plugin allow to change subversion password for redmine user.	Compatible with Redmine 1.1.x, 1.2.x, 1.3.x, 1.4.x.
Sympa	http://www.redmine.org/plugins/sympa	Plugin for integrating 	Compatible with Redmine 0.9.x, 1.0.x.
Templates	http://www.redmine.org/plugins/gsc_templates	This plugin allow you choose a wiki template when you add a new page.	Compatible with Redmine 2.1.x.
TestLink Link	http://www.redmine.org/plugins/rp-testlinklink	This plugin makes it possible to link TestLink (Test Management System) from the Redmine .	Compatible with Redmine 2.1.x, 2.0.x.
Textilizable Custom Fields	http://www.redmine.org/plugins/textilizable-custom-fields	Adds Textile formatting support to "text" and "long text" custom fields.	Compatible with Redmine 2.1.x, 2.0.x, 1.4.x.
Theme Changer	http://www.redmine.org/plugins/themechanger	Theme Changer is a plugin which lets each user select the theme of Redmine at "My page".	Compatible with Redmine 2.1.x, 2.0.x.
Ticket google map	http://www.redmine.org/plugins/tkgmap	Adding a custom field that can choose latlng by google map.	Compatible with Redmine 2.3.x, 2.2.x.
Time & Expense	http://www.redmine.org/plugins/wk-time	This Plugin provides the capability to submit Time &amp; Expense within redmine. The user must be a 	Compatible with Redmine 2.2.x.
Time Registry	http://www.redmine.org/plugins/redmine_time_registry	The 	Compatible with Redmine 1.1.x.
Time Tracker	http://www.redmine.org/plugins/redmine_time_tracker	TimeTracker plugin is a plugin to ease time tracking when working on an issue by allowing to start/stop a timer on a per user basis.	Compatible with Redmine 1.1.x, 1.2.x, 1.3.x.
Timelog Timer	http://www.redmine.org/plugins/timelog_timer	A simple javascript timer for Hours field in timelog form.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x.
Timesheet extensions	http://www.redmine.org/plugins/redmine_timesheet_extensions	Furnishes some extensions to time tracking and management (see 	Compatible with Redmine 1.0.x.
Trac Formatter	http://www.redmine.org/plugins/redmine_trac_formatter	The Trac Formatter plugin provides a new text formatting option, and when selected, allows you to use Trac wiki markup in throughout Redmine.  This significantly eases the upgrade/migration path from Trac to Redmine.  Rather than using the built-in wiki conversion process, you should be able to directly migrate your wiki text without re-formatting it and your users can use their familiar Trac markup in your new Redmine instance.	Compatible with Redmine 1.2.x.
Traceability	http://www.redmine.org/plugins/redmine_traceability	Traceability is a Redmine plugin to show the traceability matrix between the issues of two (or even three!) trackers of a project.	Compatible with Redmine 1.2.x, 1.3.x, 1.4.x, 2.0.x.
Trackmine	http://www.redmine.org/plugins/redmine_trackmine	The Trackmine provides simple but effective bi-directional communication between Pivotal Tracker and Redmine by outsourcing the workflow between Pivotal’s "Started" and "Finished" states to Redmine. The triggers for teleporting between the tools are starting a story in Pivotal and closing an issue in Redmine. The workflow in Redmine remains customizable and can be tailored to individual needs.	Compatible with Redmine 1.0.x.
TweetBook	http://www.redmine.org/plugins/tweetbook	Authentication in redmine through Facebook, Twitter, Github.	Compatible with Redmine 2.2.x, 2.1.x.
Ultraviolet Syntax Highlighting	http://www.redmine.org/plugins/redmine_ultraviolet	Replaces the default source code syntax highlighting engine (CodeRay) with Ultraviolet, which supports over 157 different syntaxes, as well as customizable colour themes!	Compatible with Redmine 0.8.x, 0.9.x, 1.0.x, 1.1.x, 1.2.x, 1.3.x.
Updates notifier	http://www.redmine.org/plugins/updates_notifier	This plugin sends update notifications to a user-configured callback URL when changes are made to an issue within Redmine. It picks up changes made using the issue bulk-editing interface and is also smart enough to ignore changes made through the Redmine REST API.	Compatible with Redmine 1.2.x.
User CSV Import Plugin	http://www.redmine.org/plugins/user_import_plugin	I update the "User import plugin" for Redmine 1.1.0.	Compatible with Redmine 0.8.x, 1.1.x, 1.2.x.
User Profiles	http://www.redmine.org/plugins/userprofile	This plugin lets you add your profile to user page with wiki format.	Compatible with Redmine 2.1.x.
User statuses	http://www.redmine.org/plugins/redmine_user_status	Allows users of the redmine instance to post what they are doing. Provides a status page where you can see the last update of every user and links to their complete history. Also provides an rss feed of the last hundred updates posted.	Compatible with Redmine 0.9.x, 1.0.x, 1.1.x, 1.2.x.
Userlist as custom field	http://www.redmine.org/plugins/redmine_custom_field_users	Allows using a dropdown list of Redmine users as a custom field.	Pavel Vinokurov
Users XLS import/export	http://www.redmine.org/plugins/redmine_users_xls_impex	Please note that this plugin is for 	VVK start
Version Burndown Charts Plugin	http://www.redmine.org/plugins/version-burndown-charts	Version Burndown Charts Plugin is a plugin for sucrum practice. This plugin create the graphical burndown charts.	Compatible with Redmine 0.8.x, 0.9.x.
Watcher groups	http://www.redmine.org/plugins/watcher_groups	Select issue watchers by groups.	Compatible with Redmine 2.2.x.
Watcher Sellection by Group	http://www.redmine.org/plugins/watcher_sellection_by_group	Allows issue creator to select multiple watchers by group	Compatible with Redmine 1.0.x.
Watcher Sellection by Role	http://www.redmine.org/plugins/watcher_sellection_by_role	Allows issue creator to select multiple watchers by role assigment.	Compatible with Redmine 1.0.x.
Webdav	http://www.redmine.org/plugins/redmine_webdav	This WebDav plugin allows to access files and documents using WebDav protocol. 	Compatible with Redmine 1.3.x.
Whining	http://www.redmine.org/plugins/redmine_whining	This plugin provides email alerts when an issue had not been updated since X days.	Compatible with Redmine 0.9.x, 1.0.x, 1.1.x, 1.2.x.
Wiki Cipher	http://www.redmine.org/plugins/redmine_wikicipher	Redmine plugin to encrypt parts of the Wiki so sensitive information, like passwords, are saved encrypted in the database and you have to click a button to see them on the interface, to keep them from prying eyes. Also, all previous versions (historic) will be encripted in the database and the redmine logs will be filtered.	Compatible with Redmine 2.2.x, 1.4.x.
Wiki Extensions	http://www.redmine.org/plugins/wikiextensions	Wiki Extensions is a plugin which adds several useful wiki macros to Redmine.	Compatible with Redmine 2.3.x, 2.2.x.
Wiki GChart Formula Plugin	http://www.redmine.org/plugins/wiki_gchart_formula	You can write formula in LaTeX style as follows:	Compatible with Redmine 1.2.x, 1.3.x.
Wiki HTML Utility	http://www.redmine.org/plugins/wiki_html_utility	Redmine Wiki Macros that allows placement of raw HTML, CSS or JS into your wiki. Useful for Web UI Demos.	Compatible with Redmine 1.2.x.
Wiki Notes	http://www.redmine.org/plugins/redmine_wiki_notes	Adds macros to the wiki displaying various boxes with colored background and icons - e.g. warnings, important, notes and tips.	Compatible with Redmine 1.0.x, 1.1.x, 1.2.x.
Wiki Project Macros	http://www.redmine.org/plugins/wiki_project_macros	Macro in order to list projects of the current user.	Compatible with Redmine 2.2.x, 2.1.x, 2.0.x.
Wiki Sidebar: Table of Content and Project Tree plugin	http://www.redmine.org/plugins/redmine_sidebar_toc_pt	This plugin is based on 	Compatible with Redmine 2.3.x.
Wiki Table-Of-Contents	http://www.redmine.org/plugins/wiki-toc	This plug-in allows to order Wiki pages and adds a macro to display the table of contents of Wiki pages in the specified order. Also it changes the way links to Wiki pages displayed by adding a number like "1.1.2." to the title of the page.	Compatible with Redmine 2.1.x, 2.0.x, 1.4.x.
Wiki toolbar files button	http://www.redmine.org/plugins/redmine_wiki_files_toolbar	Plugin adds button which allows to quickly insert names of attachments to wiki toolbar for issues, messages and wiki pages.	xls_show
Wiki UNC Link	http://www.redmine.org/plugins/wiki_unc_link	This plugin provides a macro ‘unc’ to make a link to your server share.	Compatible with Redmine 0.8.x, 0.9.x, 1.0.x, 1.1.x.
Wiki User Macros	http://www.redmine.org/plugins/wiki_user_macros	Macros in order to list users and project members.	Compatible with Redmine 2.2.x, 2.1.x, 2.0.x.
WikiNG	http://www.redmine.org/plugins/wiking	Redmine Wiki: Next Generation plugin (WikiNG) adds some new and useful extentions to Redmine Wiki syntax. Among them are:	Compatible with Redmine 2.1.x, 2.0.x, 1.4.x, 1.3.x, 1.2.x, 1.1.x, 1.0.x.
Wordpress Update	http://www.redmine.org/plugins/redmine_wordpress_update	Allows Wordpress plugins and themes to use Redmine as a remote update server. Metadata and packages are automatically generated from the repository content.	Compatible with Redmine 1.3.x.
Work Time	http://www.redmine.org/plugins/worktime	WorkTime is a plugin to view and update TimeEntry by each user.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x, 2.0.x.
WorkLoad	http://www.redmine.org/plugins/dnoise_workload	Graphic team workload representation, designed to see "in a sight" the overall workload of your teammates and how many resources are consumming each issue. It shows also the timing of the issues or if a team mate is overloaded.	Compatible with Redmine 1.1.x, 1.2.x, 1.3.x.
Xapian search plugin	http://www.redmine.org/plugins/redmine_xapian	A plugin to allow attachment searches by file name and content with xapian search engine.	Compatible with Redmine 1.0.x.
XLS Export	http://www.redmine.org/plugins/redmine_xls_export	With the help of this plugin you can export issues list with all information to XLS file. Also it is possible to export issues with attachments as a ZIP archive.	Compatible with Redmine 1.3.x, 1.4.x, 2.0.x.
YouTube macro plugin for Wiki Redmine	http://www.redmine.org/plugins/redmine_youtube_video	This plugin adds a macro to Wiki Redmine that allow the posting of YouTube videos	Compatible with Redmine 2.4.x, 2.3.x, 2.2.x, 2.1.x.
Zen edit	http://www.redmine.org/plugins/zenedit	Plugin adds Zen button on every new wiki edit text area  across the redmine. This will immediately launch you into Zen Editing Mode, removing all distractions so you can focus completely on writing. You can choose between two themes—light, or dark. To change your theme, use the switcher at the top right of your window.	Compatible with Redmine 2.3.x, 2.2.x, 2.1.x.
